,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,predicted_sales
0,637,7,0,0,0,0,0,0.0
1,801,7,0,0,0,0,0,0.0
2,354,7,0,0,0,0,0,0.0
3,371,7,0,0,0,0,0,0.0
4,515,7,0,0,0,0,0,0.0
5,1107,7,0,0,0,0,0,0.0
6,607,7,0,0,0,0,0,0.0
7,715,7,0,0,0,0,0,0.0
8,105,7,0,0,0,0,0,0.0
9,350,7,0,0,0,0,0,0.0
10,517,7,0,0,0,0,0,0.0
11,572,7,0,0,0,0,0,0.0
12,685,7,0,0,0,0,0,0.0
13,344,7,0,0,0,0,0,0.0
14,222,7,0,0,0,0,0,0.0
15,696,7,0,0,0,0,0,0.0
16,216,7,0,0,0,0,0,0.0
17,1033,7,0,0,0,0,0,0.0
18,1113,7,0,0,0,0,0,0.0
19,548,7,0,0,0,0,0,0.0
20,107,7,0,0,0,0,0,0.0
21,108,7,0,0,0,0,0,0.0
22,579,7,0,0,0,0,0,0.0
23,882,7,0,0,0,0,0,0.0
24,343,7,0,0,0,0,0,0.0
25,687,7,0,0,0,0,0,0.0
26,372,7,0,0,0,0,0,0.0
27,212,7,0,0,0,0,0,0.0
28,188,7,0,0,0,0,0,0.0
29,635,7,0,0,0,0,0,0.0
30,1040,7,0,0,0,0,0,0.0
31,713,7,0,0,0,0,0,0.0
32,648,7,0,0,0,0,0,0.0
33,265,7,0,0,0,0,0,0.0
34,618,7,0,0,0,0,0,0.0
35,266,7,0,0,0,0,0,0.0
36,54,7,0,0,0,0,0,0.0
37,324,7,0,0,0,0,0,0.0
38,933,7,0,0,0,0,0,0.0
39,1060,7,0,0,0,0,0,0.0
40,662,7,0,0,0,0,0,0.0
41,80,7,0,0,0,0,0,0.0
42,814,7,0,0,0,0,0,0.0
43,691,7,0,0,0,0,0,0.0
44,745,7,0,0,0,0,0,0.0
45,805,7,0,0,0,0,0,0.0
46,604,7,0,0,0,0,0,0.0
47,471,7,0,0,0,0,0,0.0
48,859,7,0,0,0,0,0,0.0
49,925,7,0,0,0,0,0,0.0
50,94,7,0,0,0,0,0,0.0
51,510,7,0,0,0,0,0,0.0
52,1076,7,0,0,0,0,0,0.0
53,239,7,0,0,0,0,0,0.0
54,1042,7,0,0,0,0,0,0.0
55,781,7,0,0,0,0,0,0.0
56,479,7,0,0,0,0,0,0.0
57,441,7,0,0,0,0,0,0.0
58,1110,7,0,0,0,0,0,0.0
59,134,7,0,0,0,0,0,0.0
60,32,7,0,0,0,0,0,0.0
61,194,7,0,0,0,0,0,0.0
62,362,7,0,0,0,0,0,0.0
63,356,7,0,0,0,0,0,0.0
64,437,7,0,0,0,0,0,0.0
65,16,7,0,0,0,0,0,0.0
66,409,7,0,0,0,0,0,0.0
67,1065,7,0,0,0,0,0,0.0
68,413,7,0,0,0,0,0,0.0
69,976,7,0,0,0,0,0,0.0
70,390,7,0,0,0,0,0,0.0
71,513,7,0,0,0,0,0,0.0
72,1112,7,0,0,0,0,0,0.0
73,642,7,0,0,0,0,0,0.0
74,335,7,1667,1,0,0,0,13075.52
75,1053,7,0,0,0,0,0,0.0
76,1082,7,0,0,0,0,0,0.0
77,384,7,0,0,0,0,0,0.0
78,182,7,0,0,0,0,0,0.0
79,311,7,0,0,0,0,0,0.0
80,1095,7,0,0,0,0,0,0.0
81,482,7,0,0,0,0,0,0.0
82,172,7,0,0,0,0,0,0.0
83,875,7,0,0,0,0,0,0.0
84,780,7,0,0,0,0,0,0.0
85,93,7,0,0,0,0,0,0.0
86,97,7,0,0,0,0,0,0.0
87,486,7,0,0,0,0,0,0.0
88,744,7,0,0,0,0,0,0.0
89,92,7,0,0,0,0,0,0.0
90,610,7,0,0,0,0,0,0.0
91,70,7,0,0,0,0,0,0.0
92,998,7,0,0,0,0,0,0.0
93,4,7,0,0,0,0,0,0.0
94,578,7,0,0,0,0,0,0.0
95,337,7,0,0,0,0,0,0.0
96,1081,7,704,1,0,0,0,5786.936666666667
97,1045,7,0,0,0,0,0,0.0
98,978,7,0,0,0,0,0,0.0
99,71,7,0,0,0,0,0,0.0
100,585,7,0,0,0,0,0,0.0
101,1026,7,0,0,0,0,0,0.0
102,49,7,0,0,0,0,0,0.0
103,986,7,0,0,0,0,0,0.0
104,309,7,0,0,0,0,0,0.0
105,268,7,0,0,0,0,0,0.0
106,475,7,0,0,0,0,0,0.0
107,345,7,0,0,0,0,0,0.0
108,1074,7,0,0,0,0,0,0.0
109,68,7,0,0,0,0,0,0.0
110,340,7,0,0,0,0,0,0.0
111,468,7,0,0,0,0,0,0.0
112,209,7,0,0,0,0,0,0.0
113,186,7,0,0,0,0,0,0.0
114,712,7,0,0,0,0,0,0.0
115,742,7,0,0,0,0,0,0.0
116,1114,7,0,0,0,0,0,0.0
117,821,7,0,0,0,0,0,0.0
118,570,7,0,0,0,0,0,0.0
119,596,7,0,0,0,0,0,0.0
120,956,7,0,0,0,0,0,0.0
121,942,7,0,0,0,0,0,0.0
122,72,7,0,0,0,0,0,0.0
123,374,7,0,0,0,0,0,0.0
124,645,7,0,0,0,0,0,0.0
125,42,7,0,0,0,0,0,0.0
126,131,7,0,0,0,0,0,0.0
127,220,7,0,0,0,0,0,0.0
128,721,7,0,0,0,0,0,0.0
129,338,7,0,0,0,0,0,0.0
130,96,7,0,0,0,0,0,0.0
131,26,7,0,0,0,0,0,0.0
132,415,7,0,0,0,0,0,0.0
133,82,7,0,0,0,0,0,0.0
134,1056,7,0,0,0,0,0,0.0
135,59,7,0,0,0,0,0,0.0
136,484,7,0,0,0,0,0,0.0
137,924,7,0,0,0,0,0,0.0
138,954,7,0,0,0,0,0,0.0
139,458,7,0,0,0,0,0,0.0
140,553,7,0,0,0,0,0,0.0
141,632,7,0,0,0,0,0,0.0
142,795,7,0,0,0,0,0,0.0
143,351,7,0,0,0,0,0,0.0
144,481,7,0,0,0,0,0,0.0
145,63,7,0,0,0,0,0,0.0
146,28,7,0,0,0,0,0,0.0
147,987,7,0,0,0,0,0,0.0
148,837,7,0,0,0,0,0,0.0
149,51,7,0,0,0,0,0,0.0
150,1036,7,0,0,0,0,0,0.0
151,1099,7,368,1,0,0,0,2911.7684999999997
152,739,7,0,0,0,0,0,0.0
153,850,7,0,0,0,0,0,0.0
154,1096,7,0,0,0,0,0,0.0
155,149,7,0,0,0,0,0,0.0
156,383,7,0,0,0,0,0,0.0
157,7,7,0,0,0,0,0,0.0
158,148,7,0,0,0,0,0,0.0
159,495,7,0,0,0,0,0,0.0
160,614,7,0,0,0,0,0,0.0
161,120,7,0,0,0,0,0,0.0
162,286,7,0,0,0,0,0,0.0
163,779,7,0,0,0,0,0,0.0
164,491,7,0,0,0,0,0,0.0
165,233,7,0,0,0,0,0,0.0
166,6,7,0,0,0,0,0,0.0
167,772,7,0,0,0,0,0,0.0
168,943,7,0,0,0,0,0,0.0
169,13,7,0,0,0,0,0,0.0
170,711,7,0,0,0,0,0,0.0
171,740,7,0,0,0,0,0,0.0
172,128,7,0,0,0,0,0,0.0
173,231,7,0,0,0,0,0,0.0
174,963,7,0,0,0,0,0,0.0
175,178,7,0,0,0,0,0,0.0
176,256,7,0,0,0,0,0,0.0
177,1091,7,0,0,0,0,0,0.0
178,140,7,0,0,0,0,0,0.0
179,162,7,0,0,0,0,0,0.0
180,576,7,0,0,0,0,0,0.0
181,322,7,0,0,0,0,0,0.0
182,1094,7,0,0,0,0,0,0.0
183,31,7,0,0,0,0,0,0.0
184,1034,7,0,0,0,0,0,0.0
185,190,7,0,0,0,0,0,0.0
186,487,7,0,0,0,0,0,0.0
187,224,7,0,0,0,0,0,0.0
188,838,7,0,0,0,0,0,0.0
189,240,7,0,0,0,0,0,0.0
190,763,7,0,0,0,0,0,0.0
191,669,7,0,0,0,0,0,0.0
192,563,7,0,0,0,0,0,0.0
193,422,7,0,0,0,0,0,0.0
194,208,7,0,0,0,0,0,0.0
195,688,7,0,0,0,0,0,0.0
196,1080,7,0,0,0,0,0,0.0
197,907,7,0,0,0,0,0,0.0
198,985,7,0,0,0,0,0,0.0
199,826,7,0,0,0,0,0,0.0
200,672,7,0,0,0,0,0,0.0
201,1063,7,0,0,0,0,0,0.0
202,966,7,0,0,0,0,0,0.0
203,501,7,0,0,0,0,0,0.0
204,160,7,0,0,0,0,0,0.0
205,996,7,0,0,0,0,0,0.0
206,725,7,0,0,0,0,0,0.0
207,27,7,0,0,0,0,0,0.0
208,50,7,0,0,0,0,0,0.0
209,528,7,0,0,0,0,0,0.0
210,1075,7,0,0,0,0,0,0.0
211,524,7,0,0,0,0,0,0.0
212,894,7,0,0,0,0,0,0.0
213,544,7,0,0,0,0,0,0.0
214,502,7,0,0,0,0,0,0.0
215,498,7,0,0,0,0,0,0.0
216,370,7,0,0,0,0,0,0.0
217,464,7,0,0,0,0,0,0.0
218,1018,7,0,0,0,0,0,0.0
219,472,7,0,0,0,0,0,0.0
220,756,7,0,0,0,0,0,0.0
221,935,7,0,0,0,0,0,0.0
222,770,7,0,0,0,0,0,0.0
223,930,7,0,0,0,0,0,0.0
224,187,7,0,0,0,0,0,0.0
225,66,7,0,0,0,0,0,0.0
226,75,7,0,0,0,0,0,0.0
227,981,7,0,0,0,0,0,0.0
228,419,7,0,0,0,0,0,0.0
229,78,7,0,0,0,0,0,0.0
230,201,7,0,0,0,0,0,0.0
231,368,7,0,0,0,0,0,0.0
232,91,7,0,0,0,0,0,0.0
233,851,7,0,0,0,0,0,0.0
234,520,7,0,0,0,0,0,0.0
235,1035,7,0,0,0,0,0,0.0
236,36,7,0,0,0,0,0,0.0
237,454,7,0,0,0,0,0,0.0
238,1109,7,0,0,0,0,0,0.0
239,522,7,0,0,0,0,0,0.0
240,382,7,0,0,0,0,0,0.0
241,842,7,0,0,0,0,0,0.0
242,791,7,0,0,0,0,0,0.0
243,984,7,0,0,0,0,0,0.0
244,722,7,0,0,0,0,0,0.0
245,125,7,0,0,0,0,0,0.0
246,707,7,0,0,0,0,0,0.0
247,202,7,0,0,0,0,0,0.0
248,325,7,0,0,0,0,0,0.0
249,303,7,0,0,0,0,0,0.0
250,1021,7,0,0,0,0,0,0.0
251,867,7,0,0,0,0,0,0.0
252,601,7,0,0,0,0,0,0.0
253,381,7,0,0,0,0,0,0.0
254,605,7,0,0,0,0,0,0.0
255,47,7,0,0,0,0,0,0.0
256,192,7,0,0,0,0,0,0.0
257,1037,7,0,0,0,0,0,0.0
258,132,7,0,0,0,0,0,0.0
259,748,7,0,0,0,0,0,0.0
260,630,7,0,0,0,0,0,0.0
261,860,7,0,0,0,0,0,0.0
262,1108,7,0,0,0,0,0,0.0
263,990,7,0,0,0,0,0,0.0
264,869,7,0,0,0,0,0,0.0
265,1049,7,0,0,0,0,0,0.0
266,20,7,0,0,0,0,0,0.0
267,289,7,0,0,0,0,0,0.0
268,111,7,0,0,0,0,0,0.0
269,280,7,0,0,0,0,0,0.0
270,568,7,0,0,0,0,0,0.0
271,902,7,0,0,0,0,0,0.0
272,284,7,0,0,0,0,0,0.0
273,928,7,0,0,0,0,0,0.0
274,37,7,0,0,0,0,0,0.0
275,328,7,0,0,0,0,0,0.0
276,536,7,0,0,0,0,0,0.0
277,670,7,0,0,0,0,0,0.0
278,771,7,0,0,0,0,0,0.0
279,538,7,0,0,0,0,0,0.0
280,292,7,0,0,0,0,0,0.0
281,25,7,0,0,0,0,0,0.0
282,939,7,0,0,0,0,0,0.0
283,318,7,0,0,0,0,0,0.0
284,904,7,0,0,0,0,0,0.0
285,365,7,0,0,0,0,0,0.0
286,831,7,0,0,0,0,0,0.0
287,881,7,0,0,0,0,0,0.0
288,341,7,0,0,0,0,0,0.0
289,438,7,0,0,0,0,0,0.0
290,436,7,0,0,0,0,0,0.0
291,629,7,0,0,0,0,0,0.0
292,1031,7,0,0,0,0,0,0.0
293,546,7,0,0,0,0,0,0.0
294,183,7,0,0,0,0,0,0.0
295,876,7,0,0,0,0,0,0.0
296,569,7,0,0,0,0,0,0.0
297,314,7,0,0,0,0,0,0.0
298,995,7,0,0,0,0,0,0.0
299,698,7,0,0,0,0,0,0.0
300,533,7,0,0,0,0,0,0.0
301,153,7,0,0,0,0,0,0.0
302,1057,7,0,0,0,0,0,0.0
303,689,7,0,0,0,0,0,0.0
304,223,7,0,0,0,0,0,0.0
305,316,7,0,0,0,0,0,0.0
306,997,7,0,0,0,0,0,0.0
307,968,7,0,0,0,0,0,0.0
308,1019,7,0,0,0,0,0,0.0
309,122,7,0,0,0,0,0,0.0
310,58,7,0,0,0,0,0,0.0
311,210,7,0,0,0,0,0,0.0
312,88,7,0,0,0,0,0,0.0
313,460,7,0,0,0,0,0,0.0
314,467,7,0,0,0,0,0,0.0
315,603,7,0,0,0,0,0,0.0
316,456,7,0,0,0,0,0,0.0
317,735,7,0,0,0,0,0,0.0
318,879,7,0,0,0,0,0,0.0
319,44,7,0,0,0,0,0,0.0
320,385,7,0,0,0,0,0,0.0
321,960,7,0,0,0,0,0,0.0
322,321,7,0,0,0,0,0,0.0
323,953,7,0,0,0,0,0,0.0
324,788,7,0,0,0,0,0,0.0
325,367,7,0,0,0,0,0,0.0
326,921,7,0,0,0,0,0,0.0
327,646,7,0,0,0,0,0,0.0
328,897,7,0,0,0,0,0,0.0
329,476,7,0,0,0,0,0,0.0
330,193,7,0,0,0,0,0,0.0
331,823,7,0,0,0,0,0,0.0
332,408,7,0,0,0,0,0,0.0
333,651,7,0,0,0,0,0,0.0
334,734,7,0,0,0,0,0,0.0
335,964,7,0,0,0,0,0,0.0
336,1028,7,0,0,0,0,0,0.0
337,1072,7,0,0,0,0,0,0.0
338,992,7,0,0,0,0,0,0.0
339,295,7,0,0,0,0,0,0.0
340,65,7,0,0,0,0,0,0.0
341,255,7,0,0,0,0,0,0.0
342,1012,7,0,0,0,0,0,0.0
343,296,7,0,0,0,0,0,0.0
344,633,7,0,0,0,0,0,0.0
345,235,7,0,0,0,0,0,0.0
346,313,7,0,0,0,0,0,0.0
347,375,7,0,0,0,0,0,0.0
348,56,7,0,0,0,0,0,0.0
349,592,7,0,0,0,0,0,0.0
350,444,7,0,0,0,0,0,0.0
351,868,7,0,0,0,0,0,0.0
352,445,7,0,0,0,0,0,0.0
353,889,7,0,0,0,0,0,0.0
354,181,7,0,0,0,0,0,0.0
355,675,7,0,0,0,0,0,0.0
356,133,7,0,0,0,0,0,0.0
357,214,7,0,0,0,0,0,0.0
358,778,7,0,0,0,0,0,0.0
359,581,7,0,0,0,0,0,0.0
360,1010,7,0,0,0,0,0,0.0
361,1073,7,0,0,0,0,0,0.0
362,659,7,0,0,0,0,0,0.0
363,52,7,0,0,0,0,0,0.0
364,701,7,0,0,0,0,0,0.0
365,625,7,0,0,0,0,0,0.0
366,820,7,0,0,0,0,0,0.0
367,681,7,0,0,0,0,0,0.0
368,267,7,0,0,0,0,0,0.0
369,917,7,0,0,0,0,0,0.0
370,666,7,0,0,0,0,0,0.0
371,509,7,0,0,0,0,0,0.0
372,677,7,0,0,0,0,0,0.0
373,530,7,354,1,0,0,0,2845.730292207792
374,574,7,0,0,0,0,0,0.0
375,378,7,0,0,0,0,0,0.0
376,752,7,0,0,0,0,0,0.0
377,977,7,0,0,0,0,0,0.0
378,431,7,0,0,0,0,0,0.0
379,724,7,0,0,0,0,0,0.0
380,737,7,0,0,0,0,0,0.0
381,844,7,0,0,0,0,0,0.0
382,83,7,0,0,0,0,0,0.0
383,1004,7,0,0,0,0,0,0.0
384,1055,7,0,0,0,0,0,0.0
385,1006,7,0,0,0,0,0,0.0
386,244,7,0,0,0,0,0,0.0
387,139,7,0,0,0,0,0,0.0
388,819,7,0,0,0,0,0,0.0
389,861,7,0,0,0,0,0,0.0
390,270,7,0,0,0,0,0,0.0
391,749,7,0,0,0,0,0,0.0
392,110,7,0,0,0,0,0,0.0
393,500,7,0,0,0,0,0,0.0
394,774,7,0,0,0,0,0,0.0
395,833,7,0,0,0,0,0,0.0
396,906,7,0,0,0,0,0,0.0
397,841,7,0,0,0,0,0,0.0
398,1111,7,0,0,0,0,0,0.0
399,428,7,0,0,0,0,0,0.0
400,798,7,0,0,0,0,0,0.0
401,589,7,0,0,0,0,0,0.0
402,1071,7,0,0,0,0,0,0.0
403,1070,7,0,0,0,0,0,0.0
404,74,7,0,0,0,0,0,0.0
405,1020,7,0,0,0,0,0,0.0
406,69,7,0,0,0,0,0,0.0
407,1062,7,0,0,0,0,0,0.0
408,184,7,0,0,0,0,0,0.0
409,765,7,0,0,0,0,0,0.0
410,746,7,0,0,0,0,0,0.0
411,923,7,0,0,0,0,0,0.0
412,962,7,0,0,0,0,0,0.0
413,775,7,0,0,0,0,0,0.0
414,388,7,0,0,0,0,0,0.0
415,429,7,0,0,0,0,0,0.0
416,970,7,0,0,0,0,0,0.0
417,320,7,0,0,0,0,0,0.0
418,101,7,0,0,0,0,0,0.0
419,176,7,0,0,0,0,0,0.0
420,406,7,0,0,0,0,0,0.0
421,3,7,0,0,0,0,0,0.0
422,348,7,0,0,0,0,0,0.0
423,99,7,0,0,0,0,0,0.0
424,887,7,0,0,0,0,0,0.0
425,627,7,0,0,0,0,0,0.0
426,151,7,0,0,0,0,0,0.0
427,478,7,0,0,0,0,0,0.0
428,790,7,0,0,0,0,0,0.0
429,783,7,0,0,0,0,0,0.0
430,115,7,0,0,0,0,0,0.0
431,106,7,0,0,0,0,0,0.0
432,706,7,0,0,0,0,0,0.0
433,228,7,0,0,0,0,0,0.0
434,264,7,0,0,0,0,0,0.0
435,1087,7,0,0,0,0,0,0.0
436,361,7,0,0,0,0,0,0.0
437,315,7,0,0,0,0,0,0.0
438,81,7,0,0,0,0,0,0.0
439,920,7,0,0,0,0,0,0.0
440,547,7,0,0,0,0,0,0.0
